"","Env.value","AI","LCI","UCI","SPECIES","LIFE.STAGE","ENV.COR","p.value","AIC","DEV.EXP","RMSE"
"1",12.3105783471458,3.81585237307645e-06,9.55127291220255e-08,0.000152448050296109,"Striped Bass","YoY","WATER.TEMPERATURE","<0.01",-2104.67148438082,0.584374494356021,0.019093039787115
"2",12.6319375793226,3.51289275279715e-06,9.90172185062507e-08,0.000124628985532206,"Striped Bass","YoY","WATER.TEMPERATURE","<0.01",-2104.67148438082,0.584374494356021,0.019093039787115
"3",12.9532968114993,3.23221941383652e-06,1.02083473241195e-07,0.00010234019285862,"Striped Bass","YoY","WATER.TEMPERATURE","<0.01",-2104.67148438082,0.584374494356021,0.019093039787115
"4",13.274656043676,2.97080370611829e-06,1.05372433496924e-07,8.37569596467925e-05,"Striped Bass","YoY","WATER.TEMPERATURE","<0.01",-2104.67148438082,0.584374494356021,0.019093039787115
"5",13.5960152758528,2.72851357123666e-06,1.1015412108546e-07,6.7585181880275e-05,"Striped Bass","YoY","WATER.TEMPERATURE","<0.01",-2104.67148438082,0.584374494356021,0.019093039787115
"6",13.9173745080295,2.50949186623692e-06,1.18234354684708e-07,5.32632790486552e-05,"Striped Bass","YoY","WATER.TEMPERATURE","<0.01",-2104.67148438082,0.584374494356021,0.019093039787115
"7",14.2387337402062,2.32828176896421e-06,1.32042680185003e-07,4.10541196838475e-05,"Striped Bass","YoY","WATER.TEMPERATURE","<0.01",-2104.67148438082,0.584374494356021,0.019093039787115
"8",14.5600929723829,2.20437081795006e-06,1.54934207125412e-07,3.13633173279577e-05,"Striped Bass","YoY","WATER.TEMPERATURE","<0.01",-2104.67148438082,0.584374494356021,0.019093039787115
"9",14.8814522045597,2.15943586217119e-06,1.91876664990557e-07,2.43029200192766e-05,"Striped Bass","YoY","WATER.TEMPERATURE","<0.01",-2104.67148438082,0.584374494356021,0.019093039787115
"10",15.2028114367364,2.22223262592348e-06,2.5046569367837e-07,1.97165438954694e-05,"Striped Bass","YoY","WATER.TEMPERATURE","<0.01",-2104.67148438082,0.584374494356021,0.019093039787115
"11",15.5241706689131,2.4408125556882e-06,3.41479970445012e-07,1.74463114900746e-05,"Striped Bass","YoY","WATER.TEMPERATURE","<0.01",-2104.67148438082,0.584374494356021,0.019093039787115
"12",15.8455299010899,2.8981995011116e-06,4.79262536750804e-07,1.75260107021696e-05,"Striped Bass","YoY","WATER.TEMPERATURE","<0.01",-2104.67148438082,0.584374494356021,0.019093039787115
"13",16.1668891332666,3.73668135583931e-06,6.86916719983521e-07,2.03267545378893e-05,"Striped Bass","YoY","WATER.TEMPERATURE","<0.01",-2104.67148438082,0.584374494356021,0.019093039787115
"14",16.4882483654433,5.20034637678679e-06,1.0100944464559e-06,2.67733403875716e-05,"Striped Bass","YoY","WATER.TEMPERATURE","<0.01",-2104.67148438082,0.584374494356021,0.019093039787115
"15",16.8096075976201,7.72908884567875e-06,1.5454613991806e-06,3.86543555316678e-05,"Striped Bass","YoY","WATER.TEMPERATURE","<0.01",-2104.67148438082,0.584374494356021,0.019093039787115
"16",17.1309668297968,1.19919186867308e-05,2.44790606901446e-06,5.87465816640016e-05,"Striped Bass","YoY","WATER.TEMPERATURE","<0.01",-2104.67148438082,0.584374494356021,0.019093039787115
"17",17.4523260619735,1.88127144037705e-05,3.9082778444313e-06,9.05560549493979e-05,"Striped Bass","YoY","WATER.TEMPERATURE","<0.01",-2104.67148438082,0.584374494356021,0.019093039787115
"18",17.7736852941502,2.88843600895454e-05,6.11889622853111e-06,0.000136349143149761,"Striped Bass","YoY","WATER.TEMPERATURE","<0.01",-2104.67148438082,0.584374494356021,0.019093039787115
"19",18.095044526327,4.2161132998459e-05,9.19389768529352e-06,0.000193341409330356,"Striped Bass","YoY","WATER.TEMPERATURE","<0.01",-2104.67148438082,0.584374494356021,0.019093039787115
"20",18.4164037585037,5.73738086625605e-05,1.30636077747122e-05,0.000251978930875443,"Striped Bass","YoY","WATER.TEMPERATURE","<0.01",-2104.67148438082,0.584374494356021,0.019093039787115
"21",18.7377629906804,7.19643492839017e-05,1.73677322549804e-05,0.000298189049199,"Striped Bass","YoY","WATER.TEMPERATURE","<0.01",-2104.67148438082,0.584374494356021,0.019093039787115
"22",19.0591222228572,8.23409770746664e-05,2.14142187279642e-05,0.000316613769184906,"Striped Bass","YoY","WATER.TEMPERATURE","<0.01",-2104.67148438082,0.584374494356021,0.019093039787115
"23",19.3804814550339,8.50850168364127e-05,2.43073274802536e-05,0.00029783035983424,"Striped Bass","YoY","WATER.TEMPERATURE","<0.01",-2104.67148438082,0.584374494356021,0.019093039787115
"24",19.7018406872106,7.9043120331381e-05,2.52180974014249e-05,0.000247751238813446,"Striped Bass","YoY","WATER.TEMPERATURE","<0.01",-2104.67148438082,0.584374494356021,0.019093039787115
"25",20.0231999193874,6.69259621127098e-05,2.38044668663962e-05,0.000188161508923975,"Striped Bass","YoY","WATER.TEMPERATURE","<0.01",-2104.67148438082,0.584374494356021,0.019093039787115
"26",20.3445591515641,5.34848121279917e-05,2.06135212043483e-05,0.000138774210383965,"Striped Bass","YoY","WATER.TEMPERATURE","<0.01",-2104.67148438082,0.584374494356021,0.019093039787115
"27",20.6659183837408,4.24721038916053e-05,1.70759354219221e-05,0.000105638699398189,"Striped Bass","YoY","WATER.TEMPERATURE","<0.01",-2104.67148438082,0.584374494356021,0.019093039787115
"28",20.9872776159175,3.558514635602e-05,1.46931975069614e-05,8.6182918359289e-05,"Striped Bass","YoY","WATER.TEMPERATURE","<0.01",-2104.67148438082,0.584374494356021,0.019093039787115
"29",21.3086368480943,3.33292898248688e-05,1.43207999093475e-05,7.75684017137218e-05,"Striped Bass","YoY","WATER.TEMPERATURE","<0.01",-2104.67148438082,0.584374494356021,0.019093039787115
"30",21.629996080271,3.64767023283524e-05,1.66825223322246e-05,7.97571126388416e-05,"Striped Bass","YoY","WATER.TEMPERATURE","<0.01",-2104.67148438082,0.584374494356021,0.019093039787115
"31",21.9513553124477,4.781575641738e-05,2.3586707989179e-05,9.69336866685737e-05,"Striped Bass","YoY","WATER.TEMPERATURE","<0.01",-2104.67148438082,0.584374494356021,0.019093039787115
"32",22.2727145446245,7.49067486758522e-05,3.97475275481798e-05,0.000141166541500875,"Striped Bass","YoY","WATER.TEMPERATURE","<0.01",-2104.67148438082,0.584374494356021,0.019093039787115
"33",22.5940737768012,0.000136552031613129,7.74478171729287e-05,0.000240761560729833,"Striped Bass","YoY","WATER.TEMPERATURE","<0.01",-2104.67148438082,0.584374494356021,0.019093039787115
"34",22.9154330089779,0.000271919426418177,0.000164043477105715,0.000450735230489788,"Striped Bass","YoY","WATER.TEMPERATURE","<0.01",-2104.67148438082,0.584374494356021,0.019093039787115
"35",23.2367922411547,0.000538099263848841,0.000338561477812312,0.000855238521599265,"Striped Bass","YoY","WATER.TEMPERATURE","<0.01",-2104.67148438082,0.584374494356021,0.019093039787115
"36",23.5581514733314,0.000960506335619493,0.00060843007462495,0.00151631626910271,"Striped Bass","YoY","WATER.TEMPERATURE","<0.01",-2104.67148438082,0.584374494356021,0.019093039787115
"37",23.8795107055081,0.00144491905278302,0.000901907310650061,0.00231486211991183,"Striped Bass","YoY","WATER.TEMPERATURE","<0.01",-2104.67148438082,0.584374494356021,0.019093039787115
"38",24.2008699376848,0.00179961209783667,0.00111017446776973,0.00291720247285658,"Striped Bass","YoY","WATER.TEMPERATURE","<0.01",-2104.67148438082,0.584374494356021,0.019093039787115
"39",24.5222291698616,0.00190976195402784,0.00117297844926023,0.00310934162801751,"Striped Bass","YoY","WATER.TEMPERATURE","<0.01",-2104.67148438082,0.584374494356021,0.019093039787115
"40",24.8435884020383,0.00182741172176843,0.00111727572629118,0.00298890732365769,"Striped Bass","YoY","WATER.TEMPERATURE","<0.01",-2104.67148438082,0.584374494356021,0.019093039787115
