"","Env.value","AI","LCI","UCI","SPECIES","LIFE.STAGE","ENV.COR","p.value","AIC","DEV.EXP","RMSE"
"1",12.3105783471458,1.69262726863642e-05,1.482705110224e-06,0.000193227031509912,"Weakfish","YoY","WATER.TEMPERATURE","<0.01",-478.596564471391,0.399589242211808,0.00127168195209709
"2",12.6319375793226,1.57913255740939e-05,1.51542070521934e-06,0.000164552300577772,"Weakfish","YoY","WATER.TEMPERATURE","<0.01",-478.596564471391,0.399589242211808,0.00127168195209709
"3",12.9532968114993,1.4733491785941e-05,1.53972766711031e-06,0.000140983230244728,"Weakfish","YoY","WATER.TEMPERATURE","<0.01",-478.596564471391,0.399589242211808,0.00127168195209709
"4",13.274656043676,1.37490143074003e-05,1.5566370641521e-06,0.000121438322893889,"Weakfish","YoY","WATER.TEMPERATURE","<0.01",-478.596564471391,0.399589242211808,0.00127168195209709
"5",13.5960152758528,1.28356064517224e-05,1.56911075185097e-06,0.00010499755532817,"Weakfish","YoY","WATER.TEMPERATURE","<0.01",-478.596564471391,0.399589242211808,0.00127168195209709
"6",13.9173745080295,1.19923883985497e-05,1.58137455942571e-06,9.09445384994045e-05,"Weakfish","YoY","WATER.TEMPERATURE","<0.01",-478.596564471391,0.399589242211808,0.00127168195209709
"7",14.2387337402062,1.12216830804653e-05,1.5976990387006e-06,7.88172040591675e-05,"Weakfish","YoY","WATER.TEMPERATURE","<0.01",-478.596564471391,0.399589242211808,0.00127168195209709
"8",14.5600929723829,1.05271014433574e-05,1.62137764773127e-06,6.83491998016645e-05,"Weakfish","YoY","WATER.TEMPERATURE","<0.01",-478.596564471391,0.399589242211808,0.00127168195209709
"9",14.8814522045597,9.91183681166034e-06,1.65419432963087e-06,5.93911532769598e-05,"Weakfish","YoY","WATER.TEMPERATURE","<0.01",-478.596564471391,0.399589242211808,0.00127168195209709
"10",15.2028114367364,9.37835065081395e-06,1.69611746901137e-06,5.18557603093898e-05,"Weakfish","YoY","WATER.TEMPERATURE","<0.01",-478.596564471391,0.399589242211808,0.00127168195209709
"11",15.5241706689131,8.92879426353036e-06,1.74433568810871e-06,4.57041425821497e-05,"Weakfish","YoY","WATER.TEMPERATURE","<0.01",-478.596564471391,0.399589242211808,0.00127168195209709
"12",15.8455299010899,8.56460843178798e-06,1.79344867120108e-06,4.09002603574538e-05,"Weakfish","YoY","WATER.TEMPERATURE","<0.01",-478.596564471391,0.399589242211808,0.00127168195209709
"13",16.1668891332666,8.28573378797529e-06,1.83900557054457e-06,3.73317979590816e-05,"Weakfish","YoY","WATER.TEMPERATURE","<0.01",-478.596564471391,0.399589242211808,0.00127168195209709
"14",16.4882483654433,8.09099193426901e-06,1.88080513915927e-06,3.48064502363435e-05,"Weakfish","YoY","WATER.TEMPERATURE","<0.01",-478.596564471391,0.399589242211808,0.00127168195209709
"15",16.8096075976201,7.98024717527232e-06,1.92391263077792e-06,3.31014745470492e-05,"Weakfish","YoY","WATER.TEMPERATURE","<0.01",-478.596564471391,0.399589242211808,0.00127168195209709
"16",17.1309668297968,7.95494711496632e-06,1.97510941741705e-06,3.20393306030949e-05,"Weakfish","YoY","WATER.TEMPERATURE","<0.01",-478.596564471391,0.399589242211808,0.00127168195209709
"17",17.4523260619735,8.0191319127473e-06,2.04102378002758e-06,3.1506970797358e-05,"Weakfish","YoY","WATER.TEMPERATURE","<0.01",-478.596564471391,0.399589242211808,0.00127168195209709
"18",17.7736852941502,8.18045876768114e-06,2.13038863324733e-06,3.14120647309904e-05,"Weakfish","YoY","WATER.TEMPERATURE","<0.01",-478.596564471391,0.399589242211808,0.00127168195209709
"19",18.095044526327,8.4531051608012e-06,2.2542978909425e-06,3.16972247308847e-05,"Weakfish","YoY","WATER.TEMPERATURE","<0.01",-478.596564471391,0.399589242211808,0.00127168195209709
"20",18.4164037585037,8.86120749411858e-06,2.4251951395805e-06,3.23771877043287e-05,"Weakfish","YoY","WATER.TEMPERATURE","<0.01",-478.596564471391,0.399589242211808,0.00127168195209709
"21",18.7377629906804,9.44036834858667e-06,2.65815321914144e-06,3.35272451246366e-05,"Weakfish","YoY","WATER.TEMPERATURE","<0.01",-478.596564471391,0.399589242211808,0.00127168195209709
"22",19.0591222228572,1.02400050576274e-05,2.97534075885e-06,3.52422502425447e-05,"Weakfish","YoY","WATER.TEMPERATURE","<0.01",-478.596564471391,0.399589242211808,0.00127168195209709
"23",19.3804814550339,1.13297344519382e-05,3.41080779400036e-06,3.76341589746648e-05,"Weakfish","YoY","WATER.TEMPERATURE","<0.01",-478.596564471391,0.399589242211808,0.00127168195209709
"24",19.7018406872106,1.28082696384411e-05,4.01442343476777e-06,4.08655872497669e-05,"Weakfish","YoY","WATER.TEMPERATURE","<0.01",-478.596564471391,0.399589242211808,0.00127168195209709
"25",20.0231999193874,1.48115737425567e-05,4.85282860632428e-06,4.52071842070194e-05,"Weakfish","YoY","WATER.TEMPERATURE","<0.01",-478.596564471391,0.399589242211808,0.00127168195209709
"26",20.3445591515641,1.75238302202282e-05,6.01522120950082e-06,5.10512606090622e-05,"Weakfish","YoY","WATER.TEMPERATURE","<0.01",-478.596564471391,0.399589242211808,0.00127168195209709
"27",20.6659183837408,2.11887898036282e-05,7.62637291745518e-06,5.88700314293249e-05,"Weakfish","YoY","WATER.TEMPERATURE","<0.01",-478.596564471391,0.399589242211808,0.00127168195209709
"28",20.9872776159175,2.61163383086979e-05,9.86061863091139e-06,6.91704194416572e-05,"Weakfish","YoY","WATER.TEMPERATURE","<0.01",-478.596564471391,0.399589242211808,0.00127168195209709
